"hgy_external_id","hyrox_official_name","final_classification","matched_location_id","matched_location_slug","canonical_facility_url","official_site_status","canonical_name","address","postal_code","prefecture","city","address_verification_status","latitude","longitude","coordinate_confidence","brand_resolution","proposed_brand_id","proposed_brand_name","proposed_brand_slug","proposed_slug","proposed_location_type","match_method","reasons","conflicts","source_authorities","manual_review_required"
"HGY_w0fsND7jBYlmRipHytS9TFkH8","crossfitokayama","NEW_LOCATION_READY","","","https://www.crossfitokayama.com/","verified","crossfitokayama","702-8011, Okayama-shi, Crossfitokayama 2978-8 Kori Minami-ku","702-8011","岡山県","岡山市南区","postal_authority_resolved","34.5843808","133.9566847","medium","INDEPENDENT_FACILITY","","crossfitokayama","crossfitokayama","crossfitokayama","fitness_studio","official-site-name-address-identity","HYROX governing-body Training Finder record has a stable HGY identity | Facility official website confirms the facility identity and address signal | Postal authority resolves prefecture and city","","HYROX governing-body Training Finder | facility official website | postal address lookup","false"
"HGY_odlnWDpLf7vstauEn9OOylTjB","Deportare Club","NEW_LOCATION_NEEDS_REVIEW","","","","missing","Deportare Club","1060041, 東京都港区, 麻布台一丁目3番1号 麻布台ヒルズ森JPタワー4階","1060041","東京都","東京都港区","source_only","35.6612155","139.740616","medium","INDEPENDENT_FACILITY","","Deportare Club","deportare-club","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder","true"
"HGY_xyAU0lT9Vs7V3PVl1H9RJ5g1r","EastCoastPark","NEW_LOCATION_NEEDS_REVIEW","","","https://www.instagram.com/eastcoastpark_sendai?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==","noncanonical","EastCoastPark","9840033, Sendai, Arahama Shinhoribata 1-3","9840033","宮城県","仙台市若林区","postal_authority_resolved","38.22610299999999","140.9735548","medium","INDEPENDENT_FACILITY","","EastCoastPark","eastcoastpark","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Only a social, booking, or hosted landing-page URL is available","HYROX governing-body Training Finder | facility official website | postal address lookup","true"
"HGY_C71sb4HIOLDnsHEpGiA3caMOJ","ELEMENT 池尻大橋店","NEW_LOCATION_NEEDS_REVIEW","","","https://element-gym.com/","verified","ELEMENT 池尻大橋店","153-0042, 東京都, 目黒区青葉台３丁目１２−７ モアリッシェル代官山青葉台 B1","153-0042","東京都","東京都","source_only","35.6514508","139.6911215","high","INDEPENDENT_FACILITY","","ELEMENT 池尻大橋店","element","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Postal authority did not resolve prefecture and city","HYROX governing-body Training Finder | facility official website","true"
"HGY_mSkoLyCWJwPT39x02V3w0hu0t","ELITEGYM","NEW_LOCATION_NEEDS_REVIEW","","","","missing","ELITEGYM","5500005, Osaka, CEnishihonmachibuilding#102,1-7-7,Nishihonnmachi,Nishiku","5500005","大阪府","Osaka","source_only","34.6832815","135.4964928","medium","INDEPENDENT_FACILITY","","ELITEGYM","elitegym","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder","true"
"HGY_oY9C1ywaWlEhDuOstuuQngXDg","ENZA HYROX TRAINING CLUB","NEW_LOCATION_NEEDS_REVIEW","","","https://enza.stores.jp/reserve/hyrox","noncanonical","ENZA HYROX TRAINING CLUB","2240036, 神奈川県横浜市, 都筑区葛が谷１４－７クレール関　B","2240036","神奈川県","神奈川県横浜市","source_only","35.5354457","139.56311","medium","INDEPENDENT_FACILITY","","ENZA HYROX TRAINING CLUB","enza-hyrox-training-club","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Only a social, booking, or hosted landing-page URL is available","HYROX governing-body Training Finder","true"
"HGY_DWTQ6FfFIG3fDJP1helxDpfmL","F45 Training Hamamatsucho","NEW_LOCATION_NEEDS_REVIEW","","","https://f45training.com/jp/studio/hamamatsucho/","verified","F45 Training Hamamatsucho","105-0013, Tokyo, Tokyo, Hamamatsucho 2-2-15 2F Minato-ku","105-0013","東京都","Tokyo","source_only","35.6552284","139.7548466","medium","NEW_BRAND_CANDIDATE","","F45 Training","f45-training","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Postal authority did not resolve prefecture and city","HYROX governing-body Training Finder | facility official website","true"
"HGY_AcmNmQZowUS3ehpJBjGOvQgRe","FANTREPOT","NEW_LOCATION_NEEDS_REVIEW","","","https://fantrepot-fitness.com/HYROX/","insufficient_identity_evidence","FANTREPOT","064-0805, 札幌市, 中央区南５条西８丁目９−１ 3F","064-0805","","札幌市","source_only","43.0536581","141.3466028","medium","INDEPENDENT_FACILITY","","FANTREPOT","fantrepot","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Official website did not expose enough name/address evidence for deterministic identity","HYROX governing-body Training Finder | facility official website","true"
"HGY_FiCZhKUENG3Vf6prJVC8KhpOK","FITNESS CLUB EXE GYM HYROX","NEW_LOCATION_NEEDS_REVIEW","","","","missing","FITNESS CLUB EXE GYM HYROX","5500002, 大阪市, 西区江戸堀1-10-8","5500002","","大阪市","source_only","34.6894715","135.4962494","medium","INDEPENDENT_FACILITY","","FITNESS CLUB EXE GYM HYROX","fitness-club-exe-gym-hyrox","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder","true"
"HGY_vexROb0W8GM2zgqdqdysd1LYz","Fitness Studio YOU'phoria","NEW_LOCATION_NEEDS_REVIEW","","","","missing","Fitness Studio YOU'phoria","4640075, Nagoya-shi Aichi, 3-10-22 Uchiyama Chikusa-ku YAMATO Building 2F","4640075","愛知県","Nagoya-shi Aichi","source_only","35.1702619","136.9361566","medium","INDEPENDENT_FACILITY","","Fitness Studio YOU'phoria","fitness-studio-youphoria","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder","true"
"HGY_6lR3pcwsQaSGSlsQTdrNrO1jc","FITONE SHIBUYA","NEW_LOCATION_NEEDS_REVIEW","","","","missing","FITONE SHIBUYA","150-0011, Shibuya, 2-17-9 Higashi, Shibuya-ku","150-0011","","Shibuya","source_only","35.6523533","139.7091351","medium","INDEPENDENT_FACILITY","","FITONE SHIBUYA","fitone-shibuya","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder","true"
"HGY_9j7tOa1tFNd8qcCG1Wyo5FzJ6","FORGE","NEW_LOCATION_NEEDS_REVIEW","","","","missing","FORGE","4380071, Iwata-shi, 2-15-13 ,Imanoura","4380071","","Iwata-shi","source_only","34.7170979","137.8607902","medium","INDEPENDENT_FACILITY","","FORGE","forge","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder","true"
"HGY_u1B3yXynkPyPxOuTQPXyjceFr","Freeletics Goals","NEW_LOCATION_NEEDS_REVIEW","","","https://www.freeleticsgoals.com/en/","verified","Freeletics Goals","231-0011, Yokohama, Kanagawa, SSKnot 1F  5-69 Otamachi Naka-ku","231-0011","神奈川県","Yokohama, Kanagawa","source_only","35.4486154","139.6353908","high","INDEPENDENT_FACILITY","","Freeletics Goals","freeletics-goals","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Postal authority did not resolve prefecture and city","HYROX governing-body Training Finder | facility official website","true"
"HGY_qOcqK0E94UdIHKuNFcMIRpvhf","FREESTYLE FITNESS","NEW_LOCATION_NEEDS_REVIEW","","","","missing","FREESTYLE FITNESS","650-0011, KOBE, 1F, Tofuku Building, 3-4-1 Shimoyamate-dori, Chuo-ku","650-0011","兵庫県","神戸市中央区","postal_authority_resolved","34.6924724","135.1847676","medium","INDEPENDENT_FACILITY","","FREESTYLE FITNESS","freestyle-fitness","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder | postal address lookup","true"
"HGY_C0V7CK7K15SLUrMhBvyyO0phM","g-zone PARK","NEW_LOCATION_READY","","","https://g-zone.co.jp/park/","verified","g-zone PARK","615-0933, 京都府, 京都市右京区梅津後藤町1-3","615-0933","京都府","京都市右京区","postal_authority_resolved","35.0032571","135.7020504","high","NEW_BRAND_CANDIDATE","","g-zone","g-zone","g-zone-park","fitness_studio","official-site-postal-identity","HYROX governing-body Training Finder record has a stable HGY identity | Facility official website confirms the facility identity and address signal | Postal authority resolves prefecture and city","","HYROX governing-body Training Finder | facility official website | postal address lookup","false"
"HGY_B3b9UhAHRpfS8gfh1UXY6UF35","G2FITNESS","NEW_LOCATION_NEEDS_REVIEW","","","https://g2-fitness.com/","insufficient_identity_evidence","G2FITNESS","410-0022, Numazu, 1960-1 Ooka","410-0022","","Numazu","source_only","35.114621","138.8685116","medium","INDEPENDENT_FACILITY","","G2FITNESS","g2fitness","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Official website did not expose enough name/address evidence for deterministic identity","HYROX governing-body Training Finder | facility official website","true"
"HGY_DnvhbwSSMXQWN6DL1AdCp966G","Gold’s Gym Kashihara Nara","NEW_LOCATION_NEEDS_REVIEW","","","","missing","Gold’s Gym Kashihara Nara","6340008, Toichicho, Kashihara-shi, 2F Twin Gate Kashihara,1222-1","6340008","奈良県","橿原市","postal_authority_resolved","34.5292832","135.7965551","medium","EXISTING_BRAND_MATCH","dd9e21fe-f2a1-4728-92f8-8c89fa83931e","Gold's Gym","golds-gym","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder | postal address lookup","true"
"HGY_mAUikrooxzoDevlGFVY7yXt3l","Gold‘s Gym Maebashi Inter","NEW_LOCATION_NEEDS_REVIEW","","","","missing","Gold‘s Gym Maebashi Inter","370-0001, Takasaki, Gunma, 44　Nakao-machi, Akamaru A Building, 1F","370-0001","群馬県","Takasaki, Gunma","source_only","36.37503","139.0336953","medium","EXISTING_BRAND_MATCH","dd9e21fe-f2a1-4728-92f8-8c89fa83931e","Gold's Gym","golds-gym","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder","true"
"HGY_mkqpr1PrUO2WFjQgpVsFUSkMv","Gold's Gym Makuhari Bay-Park Arena","EXISTING_LOCATION_CONFIRMED_MATCH","73a4df85-88c1-4545-a74b-4fcf9a5ffaf8","golds-gym-12131","https://www.goldsgym.jp/shop/makuhari-baypark-arena/","verified","幕張ベイパークアリーナ","2610014, Chiba-Shi, Makuhari Bay-Park Wellness Center 3-1-37 ｗakaba,Mihama-ku","2610014","千葉県","Chiba-Shi","source_only","35.6447842","140.0495934","high","EXISTING_BRAND_MATCH","dd9e21fe-f2a1-4728-92f8-8c89fa83931e","Gold's Gym","golds-gym","","fitness_club","official-facility-final-url-exact","HYROX governing-body Training Finder record has a stable HGY identity | Official facility URL redirects to the existing GymMap location URL","","HYROX governing-body Training Finder | facility official website","false"
"HGY_7MJZO3Hp7vJJplWi30g6yPwIZ","Good Habit daikanyama","NEW_LOCATION_NEEDS_REVIEW","","","https://g-habit.com/","verified","Good Habit daikanyama","1500033, shibuyaku, 9-2 レ・ミストラルdaikanyamaB1F","1500033","","shibuyaku","source_only","35.650957","139.7033232","high","INDEPENDENT_FACILITY","","Good Habit daikanyama","good-habit-daikanyama","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Postal authority did not resolve prefecture and city","HYROX governing-body Training Finder | facility official website","true"
